Entry,Date,Author
"kadın. kadın olması benim nazarımda pozitif bir ayrımcılık yapmam için başlı başına bir sebep. elbette kadın olsun taştan olsun demiyoruz da, artık siyasette kadınların etkinliğini görmek istiyorum. bizim gibi maskülen ruhun pik yaptığı ülkelerde bu şart.bir ikincisi, artık değişim lazım. isterdim ki, yeni yüzlerden oluşan, gençlerden oluşan, hiçbir ideolojiye yakın olmadan, toplumun hiçbir kesimi ile kavga etmeden, toplumun her kesimine eşit yaklaşacak, ideolojiden çok toplumun ihtiyaçları, eğitim, işsizlik, refah, sağlık, mülteci problemi, gelir dağılımındaki adaletsizlik gibi konuları öne çıkarıp bunlara kafa yoracak insanlar bir oluşuma gitse iktidarın alternatifi olsa da gönül rahatlığı ile desteklesek. fakat şu an iktidarın tek alternatifi bu hareket görünüyor. 2019'a kadar bahsettiğim gibi bir hareket çıkmaz ise ben de kendisini destekliyorum.  ",11.10.2017 12:08,dirilis 1209
"meral hanım, kesinlikle çok şanslı.. örneğin,kırşehir valisinin attığı can simidi. normal koşullarda gündeme gelmeyecek sıradan akşener konuşmasını çöp kutusunun üzerinde yaptırarak, dünkü fetö gündeminin değişmesine sağlamış ve hanımefendinin mağdur edebiyatı için malzeme vermiş. ne demişler: eyyy vali senin maksadım ne, ne yapmak istemektesin(?)  ",29.12.2017 18:20 ~ 18:21,newspaper
milletvekili adayı olmayacağını açıklamış. ortalığı karıştırabilir bu hamle ilerleyen zamanlarda. bakalım aynı yürek diğer adaylardan çıkacak mı?  ,29.12.2017 20:40,tarkanin avukati
"--- spoiler ---siyasiler 24 saat birbirine hakaret ediyor. nefret dili, hakaret, kavga ülkeyi teslim aldı. geçmişte böyle bir şey olmazdı. mizah ve atışma vardı; siyasiler birikimleriyle, kültürleriyle atışırdı, “sen bittin”ler yoktu. iyi parti bu temiz dili, huzurumuzu geri getirecek inşallah.--- spoiler ---demiştir kendileri. çok da doğru demiştir.  ",29.12.2017 20:46,mavinin tutkusu
"aklı varsa ekonomiye oynar. işsizlik, enflasyon, borçlar, alım gücü, tüketim çılgınlığı.... her konuda bitiğiz.  ",30.12.2017 11:26,last pirate jack sparrow
insanların ona güvendiği kadar o da kendine güvense ve sonuç odaklı çalışsa bu iş olacak.kendisi görünürlüğünü bir şekilde arttırmadığı sürece her geçen gün aleyhine işlemekte  ,30.12.2017 12:47,pawky
"gittiği yerlerde ilgi alaka iyi bu ilgi alaka tvden geniş kitlelere yansıtılmasa bile, o ilgiyi örenler bunun neden medyada yer bulamadığını sorgulamaya başlaması bile olumlu. 15 mayısta yapılacak mhp kongresini kastederek söylediği ""görün bakın ayın 15 ne olacak"" lafını 15 temmuz için söylemiş gibi yayan ak partiler bu yalanı bile bile devam ettikleri sürece bu kadının ekmeğine yağ sürer zaten ak partililerde bu gibi yalanı genelde ayak takımına söyletiyor. milletvekili düzeyinde şamil tayyar gibi mehmet metiner gibiler söylüyor bu yalanları.  ",30.12.2017 12:55,quat
rolü abdullah gül'e kaptırmak üzeredir.  ,30.12.2017 19:14,hatasizcool
adil seçimler olursa kayda değer bir oy alacağı ortada. tabi malum medyanın yalanları seçmeni etkileyebilir. malesef herşey medya ya bağlı olduğu için meral in işi hiçte kolay değil. ama meral şu anda bile iktidar tarafını korkutmaya başladı anlaşılan.  ,30.12.2017 19:18,bakara m156
daha fazla yapacaklarından insanların ihtiyaçlarından bahsetmelidir. muhalefet olmadan muhalefet yapmasın artık.  ,30.12.2017 19:23,kitap deniz gunes
"ekonomiden vur asena , vurdugun da gol olsun  ",30.12.2017 20:13,elt19
sosyal medya ekibi iyi çalışan türkiye’nin son umudu. baksanıza son günde bile 3-5 tane muhtemel parti ismi geldi gündeme ve gelmeye de devam ediyor.  ,24.10.2017 23:33,benim neyim eksik
kendisi eğer ruzgarı arkasına alabilirse çok etkili olacaktır fakat o rüzgar uzun bir adamın kabullenememesi nedeniyle ulkeyi kasirgaya da surukleyebilir.  ,25.10.2017 00:12,newplanet
"davasi kutlu, dusmani kahpe, yolu cetin olan turk kadini. gunes yuzunu yakmaz, yagmur canini usutmez, tas ayagina degmez insallah.allah yolunu acik etsin.  ",25.10.2017 00:21,geri donen mektup
"mhp'den tekrar aday gösterilmeyene kadar sesini çıkarmamış, ne zamanki siyasi geleceği tehlikeye girmiş o zaman taşın altına elini koymaya karar vermiş siyasetçidir.  ",25.10.2017 00:21,nopename
"daha önce de demiştim yine diyorum, isterse iblisin kayıp kızı olsun gene de oyumu vereceğim kişi. en fazla kandırılmış oluruz amk, niye kasıyorsunuz ki? görüyorsunuz ülkemizde kandırılanlar am üstünde göt sikiyor, kandırılmayanlar ceremesini çekiyor.kandırılmıyorsak zaten sorun yok, kandırılıyorsak da bu saatten sonra sikimde olmaz amk. ne zaman ki kandırılanlar bunun bedelini öder o zaman tekrar gelin konuşuruz. o zamana kadar tercihim ali türkşen'in partisidir. gökten allah inse bunu değiştiremez.  ",25.10.2017 00:25,anani siken kadi
türk milletinin kahraman ihtiyacına güzel bir çözüm.  ,25.10.2017 00:38,harovan
"kaderimizin siyasi hayatı başarısızlıklarla dolu, altmış küsür yaşındaki kılıçdaroğlu ve akşener'in eline kalmış olması ne acı. koca ülkeden entelektüel, genç, cevval, kültürlü, kitleleri peşinden koşturacak tertemiz bir isim çıkaramıyoruz.  ",25.10.2017 00:44,renksiz hayat
11 ekim dünya kız çocukları gününde cihan haber ajansının reklam için çektiği yamanlar kolejinden foto paylaşmış ve sonra kaldırmış fakat google cachede hala mevcut. herkese fetö yaftası vuran sözlük gürûhu tarafından el üstünde tutulup tepelere çıkarılmıştıredit:kadın google cache sildirttirdi oha  ,25.10.2017 00:45 ~ 19.06.2018 02:17,thev2ng
ümit özdağ!  ,25.10.2017 00:50 ~ 00:52,dogru
"kendisi hakkinda cok fikir sahibi degilim acikcasi. fakat iktidar partisi mhp'yi bahceli'nin elinden almasin diye o kadar cok ugrasinca, bu kadini televizyonda ve meydanlarda konusturmamak icin o kadar ugrasinca kadinin cok guclu bir siyasi aktor oldugunu farkettim.kurdugu partinin kurucu uyelerinde cok sevdigim bazi isimler oldugu icin (ozellikle umit ozdag, kendisi parti kursa ona oy verirdim) yakin takibe aldim. umarim ulkemize bir sekilde aydinlik getirir.  ",25.10.2017 00:58 ~ 01:04,melyus
"benden oy alması için hiç bir plan ortaya koyması gerekmeyen kadın siyasetçi. ülkenin temel taşlarına son 15 yıl koyulduğu kadar dinamit koyamaz. hatta istese de laik yapıya daha fazla zarar veremez. ""bu milletin amına koyacağım"" dese dahi mevcut durumdan daha fazla koyamaz. oy hakkım olduğundan beri chp'den başka partiye oy vermedim ama oyum akşenerin.  ",11.10.2017 12:11,administration
"ılk dalgada oyumu alır, ikinci dalagada ne yaptığına bağlı  ",11.10.2017 12:15,nedensiz nedenler silsilesi
"ülkede, siyasi manada kendini çaresiz ve umutsuz hisseden kitlenin umudu olmuştur. akp diktasını devirebir mi bilmem ama sağlam bir darbe indireceğinden hiç şüphem yok.  ",11.10.2017 12:16,sadisst
"kendisi beklenen lider değildir. bize bizi bütünleştirecek,naifliğiyle sakinleştirecek birisi lazım.(bkz: bülent ecevit)  ",11.10.2017 12:20,hacimvat
aktrollerin yiyemeyeceği bir tip bu. demir leblebi. arkasında ciddi bir halk desteği ve kendisinde teşkilatçılık var. +1 oy da benden.  ,11.10.2017 12:36,nikator81
"görünüşe göre pek çok chp'linin oyunu almış.chp'den cacık olacağı yok, ama maalesef meral hanım benim oyumu alamayacak.neden mi? iki nedenden.birincisi; meral hanım, 90'lardaki konumunuzu unutmak çok kolay değil.ikincisi; henüz bizim sol cenah bıkmadı ama, özgürlük ve demokrasi umuduyla sağcıların kuyruğuna takılmaktan ben başlamadan bıktım. delilik tekrar tekrar aynı şeyi yapıp farklı sonuç beklemektir derler, e mk 1950'den beri tekrar tekrar aynı şeyi yapıyor, sağ partileri demokrasi kahramanı ilan edip ağzımızın payını alıp oturuyoruz, olmuyor işte, daha ne kadar zorlayacağız?  ",11.10.2017 12:42,khuzdul of krsanthi
"chp'den az biraz oy tırtıklar evet ama chp'den değil, ancak akp'den oy alarak kazanabilecek siyasi.ayrıca bu kadının çok güçlü olacağı günlerden çekiniyorum.ülkenin anasını faşizmle siker gibi geliyor. altyapı, geçmiş facia.  ",11.10.2017 12:46,andy kaufman 2
"ali türkşen'i kadrosuna katması ile bize yani chp'lilere oynadığı belli. bunu görüyorum ve evet diyorum. tanıdığım insanlar da meral akşener'e olumlu bakıyor. ama sadece bize oynaması yetmez tabi, akp'lilere oynaması partisi için daha hayırlı. malum onların ağzının içine bakıyoruz kaç yıldır ve doğruyu bir kez olsun göremediler. umarım bu kadın gösterebilir onlara doğru olan şeyi. tek ricam, sakın akp'li eski milletvekillerini kadrosuna katmasın. böyle söylentiler dolaşıyor, bunu lütfen yapmasın. eğer ki olursa partinin adını bile ağzıma almam daha. böyle yapacak olanın bir ben olduğumu da sanmıyorum. başarılar kendisine. seviyoruz seni bu yoldan ayrılmazsan hükümet kadın.  ",11.10.2017 13:37,limon kabugumu
özgür demirtaş ı da kadroya eklemesini umduğum siyasetçi.  ,11.10.2017 13:37,imba
"parlamenter sistemde değiliz ki sağ sol tartışması yapıyoruz.biraz daha bu tek adam sisteminde devam edersek bırakın sağ solu, 1984 romanındaki gibi düşünce suçundan buharlaştırılıcaz, hala sağ sol diyorsunuz.  ",11.10.2017 13:40,sixpackgirl
"ülkedeki muhafazakar milliyetçi kitleyi hedef aldığı sürece, partisi bir sonraki seçimlerde %30 oy alsa bile hiçbir şeyi değiştiremeyecek olan siyasetçi.kendisi ve kurduğu parti içerisindeki bazı yeni yüzler, ülkemizde vatandaşların büyük çoğunluğunun talep ettiği temel hak ve özgürlükleri esas alarak partiye dahil olmuş olsalar bile, özellikle eski milliyetçi ve siyasal islamcılar ağır bastığından bu temel insani talepler yerine bilindik ideolojik tartışmalardan sıyrılamayacaklarmış gibi gözükmekte.araştırmacılar, yaptıkları anketlerde vatandaşların %75-80'inin ülkemizde adelet sorunu olduğunu, çocuklarının iyi eğitim alamadığını ve sağlık sistemi kalitesinin giderek düştüğünü belirttiklerini saptamış durumdalar. (kaynak: http://medyascope.tv/…kp-bekir-agirdir-ile-soylesi/ )örneğin, kemal kılıçdaroğlu'nun geçtiğimiz haziran ayında yaptığı adalet yürüyüşü büyük yankı uyandırmış ve toplumun yaklaşık %80'i ülkemizde adalet konusunda sorun olduğunu kabul etmişti. kılıçdaraoğlu'nun yalın ""adalet"" ten oluşan ve hiçbir etnik, ideolojik veya dinle ilgili olmayan bu talebi büyük yankı uyandırmış ancak bu talebin tanıdık bir yüzden gelmesi, toplumdaki bir çok kesimin yürüyüşe mesafeli yaklaşmasına sebep olmuştu.günümüzde bireylerin talepleri temel hak ve özgürlükler, sosyal devletin vatandaşa vereceği kaliteli ve eşit hizmetler iken, meral akşener'in yola ilk çıkışının bu konuda bir ışık vermemesi, tartışmayı tam da her konuda tıkanmış olan siyasi iktidarın istediği, ideolojik, etnik, mezhepsel ve milliyetçi seviyede kalmasına sebep olmaktadır.meral akşener'in kurduğu iyi partinin, yeni ve hitap yeteneği kuvvetli yüzleriyle zamanla eski ideolojik alışkanlardan ve söylemlerden sıyrılarak her kesimin ortak değerlerine hitap eden bir oluşuma evrilmesiyle çok şey değişebilir ancak bu konuda pek umut vaat ettiği söylenemez.  ",04.11.2017 00:42,gavatendon
"28 şubat döneminde içişleri bakanlığı yapmış, mhp kökenli, muhafazakar zihniyete sahip, modern görünümlü , bir miktar atatürkçü olan bu hanım, henüz nasıl bir ideolojiye sahip olduğu bilinmeyen iyi partinin genel başkanı ve kurucusudur. nedenini bilmediğim bir şekilde güvenmediğim siyasetçidir kendisi. aslında türk siyasetçilerin tamamına yakını güven konusunda kredilerini tüketmiş durumdalar. kurduğu partinin iktidar olabilmesi için ekstra hamleler yapması gerektiğinin farkındadır kendisi. ama bu ortaya karışık ideolojiyle bunu nasıl başaracağı büyük bir merak konusudur.  ",04.11.2017 00:56 ~ 01:22,montlasic
"meclis başkanvekilliği yaptığı bir önceki dönemde yönettiği oturumlarda sergilediği hakkaniyetli tavır ile meclisteki chp ve hdpli birçok vekilin takdirini kazanmış ve özellikle haziran 2015 seçimi öncesi mecliste yönettiği son oturumda yaptığı veda konuşması sonrası pervin buldan tarafından ""tarafsız ve bağımsız duruşunuzdan büyük güç aldığımızı, bu tutumunuzla örnek başkanvekili olduğunuzu gösterdiniz. sizinle çalışmak bize güç vermiştir. önümüzdeki dönem sizi tekrar burada görmek istiyoruz."" sözleriyle onore edilmişti. işte tam da bu sebepten ötürü benimle taban tabana zıt dünya görüşüne sahip birine karşı sırf üzerimde -ufak da olsa- adil bir insan intibası bıraktığı için bile sempati duyabilirim. umarım hayalkırıklığı yaşatmaz...  ",04.11.2017 01:02,stregadelfarlas
"manisa'lı öğrencilere yapılan işkencelere müsaade eden, zamanın iç işleri bakanıdır. parasız eğitim sloganı atan, ve pankart açan 11 öğrencinin hayatını siken kadın'dır. bu öğrencilere tecavüze uğradı, kafaları gözleri patlatıldı. ve bu kadın bu çocukların hayatlarını karartan iddianameye imza attı.suç işleyenler şu an serbest. bu kadın gibi...  ",04.11.2017 01:48,karakeman
"-9245 merkez konuşuyor ,anlaşıldı mı? tamam.-ivid -9245 yazdın mı entryi?-anlamadım?-9245 merkeze çağrılıyorsun.-yozdum yozdum yaaa-ağzın doluyken konuşma 9245-?!?!!...  ",04.11.2017 02:00,we want it now
"domine edilmeyi seven bir çoğunluğun mevcudiyetinde şansı olan bir kadın. “muhterem, gelsene sen buraya!” cümlesini kurduktan sonra hitabeti kötü yorumlarını bence boşa çıkarmıştır. ama öncesindeki “aynen”ler ile çok da dinlemediğini hissettirmiştir.2002’deki alternatife yönelimin tekerrürü olursa bir “beyefendi”mizin olacak olması ihtimali de sevindiricidir.kadın liderlerden beklenti her zaman yüksek olmuştur. margaret thatcheriktidara geldikten sonra “hani anamız olacaktın? anamızı ağlattın” minvalinde şarkılara sebep olmuştur. umarım seçilir ve seçildikten sonra anamızı ağlatmaz  ",04.11.2017 14:10,loyd
hakkında atıp tutanların %90ı kürtçü solcusu olan kadın. entry girenleri incelerseniz siz de göreceksiniz. kürtçü solcu da nasıl oluyor bilmiyorum bildiğin sağcı işte ama sağ deyince kızıyorlar. neyse işte.geri kalan %10u da aktroller oluşturuyor. aktrollerin tamanına henüz merak akşener'i yerme görevi verilmedi. görev bekleniyor...  ,04.11.2017 14:17,galektersiz
biraz tarih bilen 'hain' olarak yaftalananların özünde vatan sevgisi olan fakat hükümetlerin işine gelmediği için 'hain' dedikleri kişiler olduğunu bilir. bunun örneklerini ülkemizde de bolca görmek mümkündür.  ,04.11.2017 14:40,guzellige inancimi sarsan simgeler var
"başlığın en beğenilen ikinci entry'sinde, kendisinin atatürk ilkelerini yıkıp şeriat getirmeyeceğinin kesin olduğu söylenmiş:https://i.hizliresim.com/pgb2vn.jpggelgelim, kendisin şeriat ile ilgili düşünceleri pek o kadar olumusuz değildir: ""habertürk'ten kübra par'a konuşan meral akşener, dyp sürecinden mhp'ye uzanan siyasi kariyerine ilişkin açıklamalar yaptı. akşener hayatındaki en kötü anı 28 şubat'ta yaşadığını söyledi. akşener o olayı şöyle anlattı:""bir kadın mitingi yapılacaktı ve 'kahrolsun şeriat' diyorlardı. inancıma göre şeriat, islam demektir. inançlı biri olarak dedirtmemem lazımdı. “hükümete bağırın, ama bunu demeyin” dedim. yine de birkaç yerde söylendi. o geceyi hayatımdan silmek isterim. anlatılamayacak bir acı hissettim. ertesi gün mahallemin arayıp lanetlemesini bekledim, ama bir kişi bile aramadı.""http://www.radikal.com.tr/…silmek-isterdim-1348581/(bkz: bilemiyorum altan)  ",04.11.2017 14:45,day zero
"başlığı altında atatürkçüler neden oy versin bu kadın türkçü, ülkücü yazan garip insanları bulunduran şahıs.adam diyor ki atatürkçüler oy vermez çünkü kadın türkçü. tarihin en büyük türkçüsü, türklerin son başbuğu, adı türklerin atası olan birini benimseyen atatürkçüler türkçülere oy vermez demiş eleman. yanı kızsan kızamıyorsun çok naif bir saflık bu. siksen olmaz sabaha bıraksan hiç olmaz. yolu açık olsun, bu ülkenin okumuşlarının toplandığı bir mecrada bile bu kadar salaklık derecesinde saf olan insanları görünce kendisine kolaylıklar diliyorum.  ",05.11.2017 05:41,patapatataptap
lüks ve israfa karşı savaş başlatması kendisine oy olarak yansımaz. bunun 2 sebebi var.birincisi bizim millet kendisini temsil eden kişinin güçlü görünmesinden hoşlanır.ikincisi uçak satacağım araba satacağım sözü herkesin aklına gelebilecek bir şey. daha yaratıcı vaatlere ihtiyaç var.şu ana kadar söyledikleriyle oy oranını artıracak pek bir şey yok elinde. oy oranını nasıl artıracağının cevabı ise bu ülkeden çıkan parlak beyinlerde gizli. gitsin onların ne iş yaptığına ve nasıl kendini kabul ettirdiklerine baksın.  ,17.01.2018 15:07,garipbasci
chp'de bölünmeler başladı ve yavaş yavaş çizgisi hdp kafasına doğru ne yazık ki kayıyor. kılıçdaroğlu iyi yönetemedi. mhp'den gelen büyük oyların yanına chp'den gelecek olanları da düşünürsek akşener'in şansı azımsanacak türden değil. akp oylarının ise en az %25'inin kayacağından eminim.  ,17.01.2018 15:31 ~ 15:32,peitho the non goddess
"kendisine tavsiyem ekonomi üzerinden yürümesidir. durmuş yılmaz kıymetli bir insan ama onun dışında da ekonomide popüler konuları ve temel kavramları bilen iktisatçıları, piyasaya deneyimi olan finansçıları bir komitede toparlayıp haftalık /aylık vatandaşa anlatılacak konuları belirlemeli.çıkıp gini katsayısı'nın gelişimini anlatsa vatandaşa o bile yeterli. metin yazarlığı da yapayım hatta;""ey vatandaş, akp iktidarında dar ve orta gelirli kesim o çok övündükleri büyümeden bir kuruş fazla pay alamadı. bakın devletin resmi kurumu olan tüik rakamlarında en zengin %20 gelirin %47'sini alıyor. nüfusun %14'ü yoksulluk sınırının altında. vatandaşın %42'si kışın ısınamıyorum diyor. halkın %68'i borç içinde. aynı araştırmada, halkın %65'i parasızlıktan eskimiş mobilyalarını yenileyemediğini söylüyor. maddi yoksunluk oranı %33. öte yanda kimileri 1.000 odalı saraylarda, altın varaklı koltuklarda bardağı 300 liralık çaylar içip, 200 bin liralık çantalar alıyor.""""ey vatandaş, yoksullukla, açlıkla terbiye olduğun yetmedi mi? yalandan güçlü değil, mutlu ve gürbüz türkiye için! hep beraber iyi olmak, iyileşmek, dirileşmek için iyi parti diyoruz. "" (alkışlar)bu ülkede çok partili sisteme geçildiğinden beri darbelerden çok ekonomik nedenler iktidarları değiştirmiştir. halkın nabzını ancak ekonomiyle yakalarsınız. istatistik kaynak: tüik haber bülteni, 18 eylül 2017, gelir ve yaşam koşulları araştırması, 2016  ",17.01.2018 16:56,yepisyeniydi
çok tweet atıyor.  ,17.01.2018 21:39,sozluge ilk kez geldigimde aldigim nick
çok destek gördüğü bedelli askerlik bekleyenleri attığı tweet ile karşısına almış siyasetçi.  ,17.01.2018 21:45,poika
"meral akşener'in iyi parti'si ve ondan da önce propagandaya başlayan türkçüler yüzünden artık iyi, temiz ve pak değil, iyi artık kayı ve kayı boyu. ihlas holding'in ihlas'a yaptığı gibi.. (bkz: iyi/@ibisile)(bkz: she-man), she-ra",17.01.2018 23:31 ~ 18.01.2018 03:38,ibisile
"popülist bir söylemle bedelli askerliğe cephe almıştır. bbp bile bedelliye şartlı destek verirken merkeze hitap etme niyetindeki bir parti genel başkanının bedelli karşıtlığı inanılır gibi değil.olmadı meral hanım, bu sefer olmadı.  ",18.01.2018 00:19,benim neyim eksik
güncel politik durum(bkz: y-chp)(bkz: çözüm süreci akpsi)(bkz: koltuk sevdalısı)(bkz: hdpkk)iken bi an önce ortalığı domine etmesi gereken madame president. or prime minister. whatever. (bkz: come to iktidar)  ,18.01.2018 03:07,soapmctavish
"eğer söylendiği gibi bedelliye karşı bir tavrı varsa güle güle diyorum, benden oy moy alamaz. 21. yuzyilda ne kadar geri bir düşunce bu!!demekki oy atacak parti kalmadi artik ne yapalim bilemedim.  ",18.01.2018 03:23,technicalte
(bkz: #73445741)  ,18.01.2018 03:57,karn evil 9
"bence bu kadını eleştirenler rte'nin gitmesinden korkan insanlardır. rte'yi desteklemek için bahane aramayın, açıkça söyleyin fikrinizi. muhalefeti eleştirerek içinizdeki panik ve korkuyu belli ettiğinizin farkındasınızdır umarım.  ",25.10.2017 08:27,durdentyler
"bir seçenektir. başarılı olsa da olmasa da, görüşü ne olursa olsun son yıllarda ortaya çıkabilen bir seçenektir. kimsenin karşı duramadığı, haber programlarının iktidar partisi+köpek videoları+whatsapp komiklikleri ile tamamlandığı dönemde, gözünün önünde olan patlamaya aman altından başka bir şey çıkar diye patlama bile diyemeyen, dememek için haber yapılmayan dönemde biri çıktı ve ben bunlara karşı adım atıyorum dedi. gelen gideni her zaman aratır, o yemiyor da bu mu yemeyecek algısı her zaman olacak, ondan mutlusun da bundan mı mutsuz olacaksın sorusu sorulacak. yıllarca ülkeyi denediler canını çıkardılar, bırak bir de bu denesin bakalım ne yapabilecek, daha kötü ne olabilecek? hem ilk dönemler göz boyama dönemleridir, en azından iyi bir şeyler olabileceğinin garantisi var yani...  ",25.10.2017 08:47,maykomoni
türk milletinin son umudu tüm engellere rağmen hala dimdik ayakta ve vazgeçmiş değil  ,25.10.2017 08:49 ~ 08:50,trpatriot
şu an parti kuruluşu toplantısındaki hitap tarzı ve vurguları ile bahçelinin taklidi gibi duran bir teyzemiz.  ,25.10.2017 11:14,burnunukolunasilenilkcocuk
tipik anadolu çomarının dişi versiyonu. bir de bununla uğraşacağız demek ki yıllarca.  ,25.10.2017 11:18,hutku
"iyi parti kongresinde konuşurken sürekli işaret parmağı ile baş parmağının uçlarını birleştirip ""topsun oğlum"" işareti yaparak dart oku atar gibi sallaması çok rahatsız etti.bir sağ bir sol. vura vura bitiremedi.bir de iki eli yana açma hareketi var ama onu biraz daha az kullanıyor.daha önce hiç konuşmasını dinlememiş, izlememişim.beden dili amatör geldi. uzmanlar ile çalışması iyi olur.  ",25.10.2017 11:20,d e j i n
an itibariyle doğru şeyler konuşan kadın.güzel olan ise bir akp'li yada bahçelici mhp'li şuan bu kadını önyargısız izliyor. kılıçdaroğlu ya da herhangi bir hdp'li konuşmadığı için. belki bir ışık yanabilir. hatta güneş doğabilir.  ,25.10.2017 11:53,i am going slightly mad
"meral hanım tüm farklılıkları bir tarafa bırakarak türkiye'nin içine yuvarlandığı islamcı otoriter düzene karşı çıkacak bir oluşum içine girmiştir. dolayısı ile iktidar olan bu karşı devrimin karşısında olan herkes aynı kümede buluşmalı, bu karanlığı beraber def etmeliyiz. zira 2019 yılında islamcı bir diktatörlük mü yoksa eskisi gibi demokratikleşmeye çalışan bir ülke mi olacağımız oylanacak ve dönüşü olmayacak. lütfen herkes hesabını buna göre yapsın, şapkasını koysun düşünsün. sadece meral hanımın oluşumu değil chp dahil tüm muhalif grubun kişisel/günlük/ideolojik farklılıkları kenara atıp ülkenin altında buluşacağı ortak bir oluşumda ittifaka girmesi gerekir zira ülke ata'nın hitabesindeki gibi harap ve bitap düşmüş durumda. bugün değilse ne zaman ? neden ezberledik bunları ilkokulda ? işte o günler geldi, herkes kendi payını çıkarsın.ayrıca meral hanım fetocu olsa şimdiye çoktan kasedi, belgesi günümüzün her dakikasını alacak şekilde servis edilirdi. zira fetocu diyerek etiketleyip algı oluşturmak yandaş medyanın yeni silahı oldu. psikolojik savaşlarına aynı şekilde karşılık vermeliyiz.  ",25.10.2017 11:55 ~ 12:02,daphne aria
"her ne kadar erkek tavırlarında olsa da bir kadının türkiye siyasetinde ön plana çıkması beni sevindirdi. çok tanımıyorum ama bugün iyi parti açılışında yaptığı konuşmaya göre değerlendirirsem devlet bahçeli'ye tercih ederim.koltuk sevdalısı mhp genel başkanı devlet bahçeli'nin kendisini bastırma çabalarına rağmen sinmeyip köşesine çekilmeyip, partiden ayrılarak insanları peşinden sürüklemesi beni heyecanlandırıyor.  ",25.10.2017 11:56 ~ 15:57,xisini
"kendisiyle birlikte hareket eden bir sosyal medya meşhurunun geçenlerde yazdığı mesajı anlamaya çalışıyordum: ""her darbe bir lider çıkardı;12 mart sonrası ecevit,12 eylül sonrası özal,28 şubat sonrası erdoğan,15 temmuz sonrası akşener!""https://twitter.com/…erim/status/917080373326241793hanımefendi bugünkü konuşmasının giriş bölümünde (tam olmasa da) sanki bu mesajı açıklıyordu: ""1940’lı yıllara gelindiğinde milli şef dönemi ve talihsiz 1946 seçimleriyle toplumun gerisine düşmüş, zamanın dışında kalmıştır. sadece 10 yıl sonra 1960 askeri darbecileri, kendilerini milli irade yerine koyarak siyaseti askıya almışlardır. milletimiz demokratik tavrından sapmadan, bu otoriter kadroların tasarımını boşa çıkarmış, yeni bir parti iktidarıyla türkiye’nin hızını kesen engelleri kaldırmayı başarmıştır.12 eylül 1980’de bu salonu şereflendiren birçok kişinin yakından bildiği 12 eylül 1980’de siyasetin bir kere daha askıya alınmasına şahit olduk. milletimiz aynı şekilde yapılan tasarımları çöpe atmış, yeni bir partiyi iktidara taşımış ve türkiye’nin yolunu aydınlatmıştır. türk siyasetinde demokratik işleyiş 12 eylül’de bozulmuştur. 2002 seçimleri milletimizin yolsuzlukluk, yasaklar olarak tanımladığı toplumsal sorunlarından çıkma arayışıdır. bu arayış akp’yi iktidara taşımıştır.""""15 temmuz'la birlikte sıra bende"" şeklinde devam edecek diye bekledim. diğer husus, 1940'lara kadar inmişken birden 46'ya atladı. bu yeni siyasi partiden türkçü politika bekleyen heyecanlı facebook gençliği adına 44'te soluklansaydın, onların da gazını alsaydın ya hanımefendi. ama parti kurucuları zazalık vurgusuyla çözüm süreci güzellemesi yaparken, 3 mayıs anmasını bir başka zamana erteledi galiba.son olarak; akp'nin menderes - özal - erbakan'lı slogan/posterlerini hatırlatan liderler sıralamasında başbuğ türkeş'i de anması kafa karışıklığının en net göstergesidir. ülkücü olmayan merkez demokrat kitle partisi olmak, böyle kıvraklık gerektiriyor demek ki... düşünsenize hanımefendinin mhp'de kalıp genel başkan olduğunu. kurultay'da kürsüye çıkıp ""inönü, bayar, demirel, özal..."" diye saydığını. yıkarlar orayı! ama bugün alkış alıyor. acaba neden? derdiniz mhp'yi de böyle abuk bir hale getirmek miydi? iyi yaptı devlet bey, vurdu tekmeyi alayınıza! şimdi gidin partinizde zazacılık mı yapıyorsunuz, özal'ı mı güzelliyorsunuz, eşit vatandaşlık hayali mi kuruyorsunuz... ne yaparsanız yapın.  ",25.10.2017 11:56,bigbenoz
"ankara’da bir patırtı, bir gürültü, kongreler, parti programları falan, sanki bir şey yapabilecekler. blöf yapmanın sırası mı? hangi teşkilatın, hangi kuvvetin var? bu ne hayal! kuzum meral, sen deli misin?  ",25.10.2017 14:41,defrost
kendisi yerine sinan oğan yada başka bir erkek başa getirilmeliydi. bizim yobazlar sikseler bir kadına oy atmaz.  ,25.10.2017 15:07,fareyekafaatanpisikopatfare
